option_name,directlyNewArrSink,ifNewArrSink,loopNewArrSink,directlyIoSink,ifIoSink,loopIoSink,directlyLockSink,ifLockSink,loopLockSink,directlyThreadSink,ifThreadSink,loopThreadSink,entermonitor,java.io.BufferedInputStream,java.io.BufferedReader,java.io.ByteArrayInputStream,java.io.ByteArrayOutputStream,java.io.DataInputStream,java.io.DataOutput,java.io.DataOutputStream,java.io.File,java.io.FileInputStream,java.io.FileOutputStream,java.io.IOError,java.io.InputStream,java.io.InputStreamReader,java.io.ObjectInputStream,java.io.ObjectOutputStream,java.io.OutputStream,java.io.PrintStream,java.io.PrintWriter,java.io.PushbackInputStream,java.io.Reader,java.lang.Thread,java.lang.Thread$UncaughtExceptionHandler,java.lang.ThreadLocal,java.nio.ByteBuffer,java.nio.channels.FileChannel,java.nio.charset.Charset,java.nio.file.FileSystem,java.nio.file.Files,java.nio.file.Path,java.nio.file.Paths,java.util.concurrent.ArrayBlockingQueue,java.util.concurrent.Callable,java.util.concurrent.ConcurrentHashMap,java.util.concurrent.ConcurrentLinkedQueue,java.util.concurrent.ConcurrentMap,java.util.concurrent.CountDownLatch,java.util.concurrent.ExecutorService,java.util.concurrent.Executors,java.util.concurrent.Future,java.util.concurrent.ScheduledExecutorService,java.util.concurrent.ScheduledThreadPoolExecutor,java.util.concurrent.ThreadPoolExecutor,java.util.concurrent.TimeUnit,java.util.concurrent.atomic.AtomicBoolean,java.util.concurrent.atomic.AtomicInteger,java.util.concurrent.atomic.AtomicIntegerFieldUpdater,java.util.concurrent.atomic.AtomicLong,java.util.concurrent.atomic.AtomicLongFieldUpdater,java.util.concurrent.atomic.AtomicReference,java.util.concurrent.atomic.AtomicReferenceArray,java.util.concurrent.atomic.AtomicReferenceFieldUpdater,java.util.concurrent.locks.Lock,java.util.concurrent.locks.LockSupport,java.util.concurrent.locks.ReadWriteLock,java.util.concurrent.locks.ReentrantLock,newarray,newmultiarray,org.apache.cassandra.concurrent.DebuggableScheduledThreadPoolExecutor,org.apache.cassandra.utils.NoSpamLogger$NoSpamLogStatement,perf_affected
DEFAULT_TABLE_ENGINE,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
DEFAULT_CONNECTION,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
OPTIMIZE_IN_SELECT,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
ANALYZE_SAMPLE,0,0,0,1,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHARE_LINKED_CONNECTIONS,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
MV_STORE,0,0,1,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
DEFAULT_ESCAPE,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,-1
OPTIMIZE_INSERT_FROM_SELECT,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
OPTIMIZE_TWO_EQUALS,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
AUTO_COMPACT_FILL_RATE,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OPTIMIZE_IN_LIST,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ESTIMATED_FUNCTION_TABLE_ROWS,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1
OPTIMIZE_OR,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ZERO_BASED_ENUMS,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,-1
REUSE_SPACE,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1
DROP_RESTRICT,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1
